"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"199090049SS";13.9259259259259;27;16;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"200061642MM";8.58333333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2000919060S";11.0285714285714;35;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"201000116MM";10.3333333333333;15;32;1;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"201000158MM";5.9375;16;27.625;8;0;0;0;0;0;79.1666666666667;0;0;0;20.8333333333333;12.5;37.5;0;16.6666666666667;0;33.3333333333333;0;0;100
"201000181MM";6.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;75;0;0;0;25;100;0
"202000261MM";10;7;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"202000331MM";2;3;89.6;5;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"202061684MM";8.82142857142857;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;3.57142857142857;0;96.4285714285714;100;0
"203000255MM";11.8;35;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"204000191MM";14;3;15;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"204000195MM";8.26666666666667;15;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"204061796MM";10.8888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"205000152MM";4.75;8;66.125;8;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"205061786MM";3.59375;32;24.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"206000156MM";1.73333333333333;15;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;6.25;0;93.75;0;100
"206000304MM";11.6111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"207000123MM";1.125;8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"208000364MM";10.5;2;63.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"208061791MM";9.02941176470588;34;37.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"209000289MM";6;1;11;3;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;100;0
"209000373MM";6.6;35;19;1;0;0;0;0;0;100;0;0;0;0;0;0;47.2222222222222;0;0;52.7777777777778;0;0;100
"209061675MM";9.94444444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"210000131MM";9.25925925925926;27;26;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"210000133MM";8.71428571428571;28;22;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"210020075SS";13.75;4;0;0;0;0;0;0;0;50;0;0;0;50;50;0;0;0;0;0;50;0;100
"2100321520S";15.6666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2100517980S";4.87878787878788;33;10.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2102030550S";12.1;20;22;4;0;0;0;0;0;75;0;0;12.5;12.5;25;0;4.16666666666667;0;0;4.16666666666667;66.6666666666667;50;50
"211071675SS";5.28571428571429;7;25.8;5;0;0;0;0;0;100;0;0;0;0;0;0;8.33333333333333;0;0;0;91.6666666666667;100;0
"213071434MM";10.5;2;14.1;10;0;0;0;0;0;8.33333333333333;83.3333333333333;0;0;8.33333333333333;91.6666666666667;0;0;0;0;0;8.33333333333333;100;0
"213091663MM";7.5;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"214010996MM";4.66666666666667;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"215000188MM";9.16666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"215081724MM";11.1388888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"216000101MM";1.4;20;17;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"216000156MM";10.6388888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"216000218MM";10.4;15;26;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"216000472MM";11.6666666666667;3;16.4444444444444;9;0;0;0;0;0;33.3333333333333;66.6666666666667;0;0;0;66.6666666666667;0;0;0;0;0;33.3333333333333;0;100
"216061607MM";10.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"216061620MM";8.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"216071928MM";5.4;20;38.75;8;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"217000202MM";11;30;14.5;2;0;0;0;0;0;100;0;0;0;0;0;0;84.375;6.25;0;6.25;3.125;0;100
"217081198MM";10.6571428571429;35;24;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"217091992MM";9.92307692307692;13;22.6666666666667;3;0;0;25;0;0;75;0;0;0;0;25;0;12.5;0;0;0;62.5;75;25
"218000210MM";0;0;11.5;6;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;0;100
"218081725MM";6.5;24;0;0;0;0;0;0;0;75;20.8333333333333;0;0;4.16666666666667;25;0;0;0;0;0;75;100;0
"219000137MM";1.85714285714286;14;40.8181818181818;22;0;0;5.55555555555556;0;2.77777777777778;91.6666666666667;0;0;0;0;8.33333333333333;0;0;0;0;47.2222222222222;44.4444444444444;66.6666666666667;33.3333333333333
"219000305MM";12.8055555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"220000239MM";3.85185185185185;27;28.1111111111111;9;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"2200413640S";3.03125;32;8.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2200514030S";4.21428571428571;28;12.625;8;0;0;0;0;2.77777777777778;88.8888888888889;0;0;0;8.33333333333333;8.33333333333333;0;2.77777777777778;0;0;77.7777777777778;11.1111111111111;0;100
"220081724MM";11.25;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;80.5555555555556;19.4444444444444;33.3333333333333;66.6666666666667
"220091430MM";5.02857142857143;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"220091431MM";7.14285714285714;7;9;1;0;0;50;50;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"220091433MM";6.97142857142857;35;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;16.6666666666667;83.3333333333333;0;100
"221000162MM";4.57142857142857;7;44.5;2;0;0;0;0;0;100;0;0;0;0;0;0;22.2222222222222;0;0;0;77.7777777777778;0;100
"221061593MM";6.5;16;5.75;8;0;0;0;0;0;62.5;0;0;0;37.5;37.5;0;4.16666666666667;0;0;4.16666666666667;54.1666666666667;0;100
"221091411MM";4;3;42;1;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;100;0
"221091421SS";11.9090909090909;11;6;1;0;0;0;0;0;91.6666666666667;0;0;0;8.33333333333333;8.33333333333333;0;0;0;0;16.6666666666667;75;0;100
"221091431MM";2.8;5;17.5555555555556;9;0;0;14.2857142857143;0;0;7.14285714285714;57.1428571428571;0;14.2857142857143;7.14285714285714;92.8571428571429;0;7.14285714285714;0;0;0;0;0;100
"221091434MM";11.2571428571429;35;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"222091428MM";10.2272727272727;22;9;2;0;0;0;0;0;50;37.5;0;12.5;0;50;0;0;0;0;0;50;0;100
"223000173MM";9.5;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"223071449MM";3.18518518518519;27;29.2222222222222;9;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"223091478MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"224000182MM";9.375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"224071514MM";7.58333333333333;12;87;4;0;0;0;0;0;100;0;0;0;0;0;0;6.25;0;0;6.25;87.5;75;25
"225081117MM";10.6969696969697;33;32.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"225091445MM";10.7878787878788;33;0;0;0;0;0;0;0;90.9090909090909;0;0;0;9.09090909090909;9.09090909090909;0;0;0;0;90.9090909090909;0;0;100
"226091431MM";12.8666666666667;15;20;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;18.75;81.25;0;100
"227081147MM";13.5882352941176;34;43;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"227081885MM";6.375;8;32.375;8;0;0;0;0;0;100;0;0;0;0;0;6.25;0;6.25;0;12.5;75;0;100
"227091408MM";12.1764705882353;34;124.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"228071464MM";9.66666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"228081633MM";8.33333333333333;3;36;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"228091432MM";3;3;27;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"229000263MM";5.60714285714286;28;35;5;0;0;0;0;0;100;0;0;0;0;0;0;3.03030303030303;0;0;96.969696969697;0;0;100
"2300412450S";9.14285714285714;35;6;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2300413350S";11.7058823529412;34;27;2;0;0;0;0;0;91.6666666666667;0;0;0;8.33333333333333;8.33333333333333;0;0;0;0;0;91.6666666666667;0;100
"2300413860S";7.8125;32;11.25;4;0;0;0;0;0;100;0;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;0;100
"230061553SS";13.75;4;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"230061557MM";6.33333333333333;12;0;0;0;0;0;0;0;58.3333333333333;0;0;0;41.6666666666667;41.6666666666667;0;0;0;0;0;58.3333333333333;100;0
"231000290MM";10.0555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"232000192MM";13.2222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"232061554SS";12.4;15;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"232081875MM";6.71428571428571;35;38;1;0;0;0;0;0;94.4444444444444;0;0;0;5.55555555555556;5.55555555555556;0;0;0;0;2.77777777777778;91.6666666666667;100;0
"233000178MM";9.85294117647059;34;47.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"234061516SS";8.80555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;0;97.2222222222222;0;100
"235061531SS";20.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"236000158MM";6.14285714285714;21;25;7;0;0;3.57142857142857;0;0;96.4285714285714;0;0;0;0;0;53.5714285714286;21.4285714285714;17.8571428571429;0;7.14285714285714;0;0;100
"236061516SS";10.4285714285714;14;13.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"236061571SS";3.16666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"237061530SS";11.4166666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"237091740SS";13.75;36;0;0;0;0;0;0;0;33.3333333333333;0;0;0;66.6666666666667;66.6666666666667;0;0;0;0;33.3333333333333;0;100;0
"239081783MM";6.75;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"240000295MM";6.66666666666667;18;39;3;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;0;100
"2400417520S";5.67647058823529;34;33.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2400514780S";3.93333333333333;30;26;6;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;2.77777777777778;0;8.33333333333333;83.3333333333333;0;100
"240060053MM";3.61538461538462;26;25.1;10;0;0;2.77777777777778;2.77777777777778;2.77777777777778;91.6666666666667;0;0;0;0;8.33333333333333;0;0;0;5.55555555555556;5.55555555555556;80.5555555555556;0;100
"240081616SS";19.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"241050068SS";16.8333333333333;36;0;0;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;0;97.2222222222222;0;100
"242000168MM";12.0571428571429;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"242061959MM";8.04761904761905;21;39.3333333333333;3;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;8.33333333333333;0;4.16666666666667;0;0;4.16666666666667;83.3333333333333;0;100
"242071896SS";15.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"242081577MM";9;1;26.6666666666667;3;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"242081659SS";16.2727272727273;11;47.6;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;87.5;12.5;0;100
"243000275MM";14;2;33;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"243061502SS";22;3;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"243071218MM";12.1111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"244061504MM";3.05;20;21.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"245061957MM";7.77777777777778;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"245081652MM";1;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"245091831MM";12;3;18;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"246000180MM";9.37037037037037;27;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"246081680SS";19;3;10;1;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"246081748MM";9.46666666666667;15;20;1;0;0;31.25;0;0;68.75;0;0;0;0;31.25;0;0;6.25;0;0;62.5;75;25
"248000161MM";6.57142857142857;14;53;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"248091705MM";10.6111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;5.55555555555556;94.4444444444444;0;100
"249000146MM";2.05882352941176;17;23.6842105263158;19;0;0;0;0;0;83.3333333333333;13.8888888888889;0;2.77777777777778;0;13.8888888888889;0;5.55555555555556;0;0;80.5555555555556;0;0;100
"249000174MM";2;8;24.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"249061717MM";6.83333333333333;12;44;2;0;0;0;0;0;100;0;0;0;0;0;0;7.14285714285714;0;0;50;42.8571428571429;85.7142857142857;14.2857142857143
"249081787SS";0;0;52.5;4;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;75;0;0;100
"250000175MM";3.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"2500413840S";12.6285714285714;35;23;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2500518530S";4.22857142857143;35;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2500612670S";9.31428571428571;35;27;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"251060006MM";11.4166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"253000180MM";10.8666666666667;15;95;1;0;0;0;0;0;100;0;0;0;0;0;6.25;6.25;0;0;0;87.5;0;100
"253081755MM";4.75;32;28.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"254060087MM";10.0454545454545;22;9;2;0;0;0;0;0;50;37.5;0;12.5;0;50;0;4.16666666666667;0;0;4.16666666666667;41.6666666666667;100;0
"254091001MM";10.3611111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"256000100MM";5.84210526315789;19;29.7058823529412;17;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;5.55555555555556;0;88.8888888888889;0;0;100
"257060058MM";7.16666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"258091856MM";8.77777777777778;27;10;9;0;0;0;0;0;69.4444444444444;25;0;5.55555555555556;0;30.5555555555556;0;0;0;0;0;69.4444444444444;100;0
"259000257MM";5.75;8;27.1666666666667;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;14.2857142857143;85.7142857142857;0;100
"2600412490S";4.75;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2600413510S";5.61111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"261061667SS";10.4736842105263;19;40;5;0;0;0;0;0;100;0;0;0;0;0;0;12.5;0;4.16666666666667;0;83.3333333333333;0;100
"261081789SS";17.3333333333333;12;0;0;0;0;0;0;0;75;0;0;0;25;25;0;0;0;0;8.33333333333333;66.6666666666667;0;100
"261081795SS";11.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"262061667MM";4;2;26;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"263060021MM";8;8;61.625;8;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"263081679MM";8.63888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"265061695SS";17.125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"266061664SS";13.75;36;0;0;0;0;0;0;0;100;0;0;0;0;0;88.8888888888889;0;0;0;11.1111111111111;0;0;100
"266061669SS";13.6666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"267091679SS";0;3;30;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"268060083MM";7;6;9.66666666666667;3;0;0;0;0;0;55.5555555555556;0;0;44.4444444444444;0;44.4444444444444;0;0;0;0;0;55.5555555555556;0;100
"268061468SS";9.97222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"269000027MM";5.66666666666667;3;72;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"269000290MM";6.125;24;9.75;12;0;0;0;0;0;66.6666666666667;25;0;8.33333333333333;0;33.3333333333333;0;2.77777777777778;0;0;63.8888888888889;0;100;0
"2700816520S";12.5;36;0;0;0;0;0;0;0;66.6666666666667;0;0;33.3333333333333;0;33.3333333333333;0;0;0;0;0;66.6666666666667;0;100
"273000112MM";6.84210526315789;19;67.1666666666667;12;0;0;0;0;0;100;0;0;0;0;0;0;9.67741935483871;0;0;6.45161290322581;83.8709677419355;0;100
"273000260MM";7.66666666666667;3;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"275061605SS";18.75;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"276030055MM";4.54285714285714;35;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"277061612MM";11.5833333333333;36;0;0;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;8.33333333333333;0;0;0;0;0;91.6666666666667;0;100
"277061672MM";5;19;30.2;5;0;0;0;0;0;50;37.5;0;8.33333333333333;4.16666666666667;50;0;0;0;0;0;50;0;100
"279040753SS";18.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"279060046MM";6.45833333333333;24;25.75;4;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;0;96.4285714285714;100;0
"279061651SS";20.3636363636364;11;12;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"279061670SS";13.4166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2800412600S";3.23529411764706;34;22.5;2;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;2.77777777777778;94.4444444444444;0;100
"2800613750S";13.9166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"283000115MM";6;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"283000195MM";0;0;14.7777777777778;9;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"283000200MM";7.61538461538461;26;33.5;10;0;0;0;0;0;100;0;0;0;0;0;0;55.5555555555556;41.6666666666667;0;2.77777777777778;0;0;100
"285000222MM";9.53333333333333;30;24.1666666666667;6;0;0;0;0;0;88.8888888888889;0;0;11.1111111111111;0;11.1111111111111;0;0;0;0;0;88.8888888888889;0;100
"285000265MM";11.1142857142857;35;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"285061557MM";4.09090909090909;22;15.5;2;0;0;0;0;0;100;0;0;0;0;0;0;4.16666666666667;0;0;0;95.8333333333333;0;100
"287000184MM";12.125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"289000125MM";7.54838709677419;31;27;5;0;0;0;0;0;100;0;0;0;0;0;0;63.8888888888889;0;0;0;36.1111111111111;100;0
"289000246MM";11.9166666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;41.6666666666667;0;0;16.6666666666667;41.6666666666667;0;100
"289000286MM";6;1;24;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"290000282MM";8.19354838709677;31;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3.2258064516129;0;0;6.45161290322581;90.3225806451613;38.7096774193548;61.2903225806452
"290000289MM";8.71428571428571;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"290020165SS";19.5833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2900411730S";15.2;35;11;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"2900813430S";3.65625;32;15.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"291000171MM";9.71428571428571;14;46;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;0;100
"291000205MM";8.71428571428571;7;27.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"292000166MM";0;2;14.1;10;0;0;0;0;0;8.33333333333333;83.3333333333333;0;8.33333333333333;0;91.6666666666667;0;0;0;0;0;8.33333333333333;100;0
"292000224MM";9.44444444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"292081629MM";9.97222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"293000132MM";1.2;5;8.85714285714286;7;0;0;0;0;0;41.6666666666667;50;0;8.33333333333333;0;58.3333333333333;0;0;0;0;16.6666666666667;25;100;0
"294081128SS";10;12;36;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"296000094MM";6.77777777777778;18;20.3333333333333;6;0;0;0;0;0;79.1666666666667;0;0;20.8333333333333;0;20.8333333333333;0;0;0;0;79.1666666666667;0;0;100
"296071346MM";3.5;8;29.75;4;0;0;0;0;0;83.3333333333333;0;0;0;16.6666666666667;16.6666666666667;0;0;0;0;83.3333333333333;0;0;100
"297000175MM";12.3142857142857;35;18;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"300033900MM";12.8888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"300074272SS";17;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"301074214SS";16.5416666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"302002734SS";15.6285714285714;35;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"302053560SS";10.9142857142857;35;14;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"302074246SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"302074259MM";11.65;20;11;8;0;0;0;0;0;67.8571428571429;28.5714285714286;0;0;3.57142857142857;32.1428571428571;0;0;0;0;0;67.8571428571429;0;100
"303002730SS";11.6666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"303012020SS";2.76666666666667;30;17.3333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;5.55555555555556;0;0;5.55555555555556;88.8888888888889;100;0
"303043604SS";12.4;10;43.3333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"303053557MM";4;29;33;2;0;0;0;0;0;100;0;0;0;0;0;3.2258064516129;0;0;0;0;96.7741935483871;100;0
"303074247MM";8.86206896551724;29;36.25;4;0;0;0;0;0;100;0;0;0;0;0;0;3.03030303030303;0;0;0;96.969696969697;72.7272727272727;27.2727272727273
"303074293SS";14.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"304074298SS";10;3;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"304084107MM";2;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"305012799MM";10.9714285714286;35;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"305053570SS";14;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"306033912MM";8;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"306053598SS";15.3333333333333;15;65;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"306063880SS";6.63157894736842;19;10;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"306074264SS";16;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
