"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"461055284MM";10.5384615384615;13;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"461075571SS";14.1944444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"461086733SS";17.4166666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"462004863MM";9;2;41;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;0;100
"462055291MM";0;1;91.4;5;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"462075607MM";8.66666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"463055772SS";12;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"463075601MM";4.83333333333333;18;31.6666666666667;6;0;0;0;0;4.16666666666667;79.1666666666667;0;0;16.6666666666667;0;20.8333333333333;0;0;0;4.16666666666667;0;75;0;100
"464035212MM";10.5714285714286;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"464035222SS";10.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"464035288SS";15;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"465035574MM";0;1;26.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"465055279MM";7.97222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"465086758SS";9.25714285714286;35;31;1;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;8.33333333333333;0;0;0;0;0;91.6666666666667;100;0
"466004850MM";11.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"466035237MM";9.16666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"466035525MM";8;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"466086770SS";5.53571428571429;28;9.625;8;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;2.77777777777778;94.4444444444444;100;0
"467035260SS";17;11;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"467055285MM";9.5;2;29;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"467075677MM";12.5277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"468086736SS";11.9705882352941;34;21;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"468086754SS";8.86666666666667;15;33;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"469075619MM";13.6666666666667;6;10;6;0;0;0;0;0;41.6666666666667;50;0;8.33333333333333;0;58.3333333333333;0;0;0;0;0;41.6666666666667;100;0
"471025773MM";11.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"472025097MM";7.1;10;31.5;6;0;0;6.25;0;0;93.75;0;0;0;0;6.25;6.25;6.25;0;0;0;81.25;75;25
"472025734MM";6.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"472025737MM";8.25;4;20.9166666666667;12;0;0;12.5;0;0;0;56.25;0;31.25;0;100;0;0;0;0;0;0;0;100
"472025758MM";4.66666666666667;3;41;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"472065684MM";4.75;28;30.25;8;0;0;0;0;0;100;0;0;0;0;0;0;36.1111111111111;0;0;5.55555555555556;58.3333333333333;0;100
"473055229MM";9.25;4;52;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;33.3333333333333;66.6666666666667;100;0
"473086769MM";8.125;32;25;4;0;0;0;0;0;100;0;0;0;0;0;0;83.3333333333333;5.55555555555556;0;11.1111111111111;0;0;100
"474086717MM";9.58823529411765;34;33;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"475086741SS";10.3333333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"476096301MM";11.25;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;88.8888888888889;2.77777777777778;0;8.33333333333333;0;0;100
"477025757MM";2;2;23.5;2;0;0;0;0;0;50;0;0;50;0;50;25;0;0;0;0;25;0;100
"478025752MM";10.25;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"478065605MM";11.1764705882353;34;13;2;0;0;0;0;0;61.1111111111111;0;0;0;38.8888888888889;38.8888888888889;0;0;0;0;0;61.1111111111111;100;0
"479025730MM";0;0;41.5;4;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;100
"479086475SS";16.3333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"480004313MM";8.5625;16;26;2;0;0;0;0;0;94.4444444444444;0;0;0;5.55555555555556;5.55555555555556;0;0;0;0;94.4444444444444;0;0;100
"480004357MM";9.91666666666667;12;37;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;100;0
"480096033MM";4;1;17.5;4;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"480096296MM";9.02777777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"481004322MM";11.3055555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"481096058MM";6.39393939393939;33;28;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"483065685SS";7.92307692307692;13;21.6666666666667;3;0;0;18.75;81.25;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"483096057MM";7.08571428571429;35;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"483096279SS";14.4666666666667;15;11;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;0;100
"484086372MM";7.06060606060606;33;13.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"485096056MM";7.11111111111111;27;72.5;6;0;0;0;0;0;100;0;0;0;0;0;0;3.03030303030303;0;0;0;96.969696969697;100;0
"486096016MM";12;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"487096028MM";7.64;25;42.9090909090909;11;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;58.3333333333333;0;0;11.1111111111111;27.7777777777778;0;100
"488076965SS";14;4;0;0;0;0;0;0;0;75;0;0;0;25;25;0;0;0;0;0;75;0;100
"488096008MM";11;33;59;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;0;100
"4900725300S";10.6571428571429;35;14;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"490096226SS";16.9230769230769;13;11.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;62.5;0;0;6.25;31.25;75;25
"490096497MM";3.03125;32;32.5;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;19.4444444444444;77.7777777777778;0;100
"490096536MM";14.3076923076923;13;73.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;75;0;0;18.75;6.25;0;100
"492075617MM";4.2;5;10.1818181818182;11;0;0;25;0;0;0;56.25;0;18.75;0;100;0;0;0;0;0;0;0;100
"492096217SS";15.4285714285714;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;3.57142857142857;96.4285714285714;0;100
"492096239SS";14.2777777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"493075699MM";4.66666666666667;3;14;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"493096219SS";14.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"493096471MM";9.66666666666667;9;0;0;0;0;22.2222222222222;0;0;0;55.5555555555556;0;0;22.2222222222222;100;0;0;0;0;0;0;0;100
"493096481MM";6.07142857142857;14;26.5625;16;0;0;0;0;0;70;26.6666666666667;0;3.33333333333333;0;30;0;0;0;0;63.3333333333333;6.66666666666667;0;100
"494015862SS";6.25;4;0;0;0;0;0;0;50;0;0;0;0;50;100;0;0;0;0;0;0;0;100
"494096283MM";5;8;18.25;4;0;0;0;0;0;83.3333333333333;0;0;16.6666666666667;0;16.6666666666667;0;0;0;0;0;83.3333333333333;0;100
"494096450MM";5.71428571428571;7;25.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"496075696MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"498075760SS";18.1944444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"499015064MM";9.44;25;38.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;21.4285714285714;0;0;3.57142857142857;0;75;100;0
"499015065MM";1.625;32;23.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;0;97.2222222222222;0;100
"499035170MM";5.05555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"499096014MM";5.91666666666667;12;24;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"499096431MM";8.28;25;28;3;0;0;0;0;3.57142857142857;96.4285714285714;0;0;0;0;3.57142857142857;0;3.57142857142857;0;0;3.57142857142857;89.2857142857143;0;100
"500006832MM";9.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"500037766SS";11.7407407407407;27;20;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"500088056MM";9.47058823529412;34;16;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"501006833MM";12.8333333333333;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"501026086MM";6.91666666666667;12;36.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;14.2857142857143;85.7142857142857;100;0
"501067390MM";4.75;24;51;8;0;0;6.25;0;6.25;87.5;0;0;0;0;12.5;0;0;0;3.125;3.125;81.25;100;0
"501068425SS";5.19230769230769;26;32;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"501098805SS";18.5;2;47;2;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;0;100
"502006829MM";10.7058823529412;34;26;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"502006835MM";6;4;10.2;10;0;0;28.5714285714286;0;0;0;64.2857142857143;0;7.14285714285714;0;100;0;0;0;0;0;0;0;100
"502037556MM";8.36842105263158;19;11.5;2;0;0;47.6190476190476;0;0;0;42.8571428571429;0;9.52380952380952;0;100;0;0;0;0;0;0;0;100
"503098844MM";7.57142857142857;14;14.5;2;0;0;31.25;0;0;0;56.25;0;12.5;0;100;0;0;0;0;0;0;0;100
"504037761SS";17.25;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"504057450MM";2;3;38.1818181818182;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;14.2857142857143;85.7142857142857;100;0
"505088000MM";7.32142857142857;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"505098822MM";11.8695652173913;23;14;1;0;0;0;0;0;70.8333333333333;29.1666666666667;0;0;0;29.1666666666667;0;0;0;0;0;70.8333333333333;100;0
"506047156SS";2.95238095238095;21;17;7;0;0;0;0;0;100;0;0;0;0;0;0;0;0;3.57142857142857;0;96.4285714285714;0;100
"506047183SS";14.1666666666667;12;37.75;4;0;0;0;0;0;43.75;0;0;0;56.25;56.25;0;0;0;0;6.25;37.5;0;100
"506047355MM";3.5;2;34;2;0;0;0;25;0;75;0;0;0;0;25;0;0;0;0;0;75;100;0
"507006833MM";6.85714285714286;14;50;2;0;0;81.25;0;0;0;0;0;18.75;0;100;0;0;0;0;0;0;0;100
"507047174SS";23;1;3;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;100;0
"507088029MM";2.3125;16;56;15;0;0;0;0;0;96.7741935483871;0;0;0;3.2258064516129;3.2258064516129;0;0;0;0;6.45161290322581;90.3225806451613;100;0
"508037771MM";12.9714285714286;35;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"508047169SS";15.2285714285714;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"508088059SS";14.1666666666667;12;3;2;0;0;14.2857142857143;0;0;85.7142857142857;0;0;0;0;14.2857142857143;0;0;0;0;0;85.7142857142857;85.7142857142857;14.2857142857143
"508088359SS";11.9230769230769;13;12;1;0;0;0;0;0;100;0;0;0;0;0;7.14285714285714;7.14285714285714;0;0;0;85.7142857142857;0;100
"510016535SS";12.2727272727273;33;17.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"511037726SS";5.72727272727273;22;2.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"512016534SS";9.25;4;0;0;0;0;0;0;0;50;0;0;50;0;50;0;0;0;0;0;50;0;100
"512037760MM";6;1;13.6363636363636;11;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;100;0
"512047399MM";3.88888888888889;9;0;0;0;0;88.8888888888889;0;0;0;0;0;11.1111111111111;0;100;0;0;0;0;0;0;0;100
"512078491SS";11.7777777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"514037723SS";13.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;0;100
"514037740SS";11.6666666666667;27;10;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"514057936MM";6.78571428571429;14;20;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"515016596SS";17.5;26;13.5;2;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;3.57142857142857;92.8571428571429;0;100
"515037449MM";12.0555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"515037717SS";3.54545454545455;33;1;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"515078890SS";10.2727272727273;11;2;1;0;0;0;0;0;66.6666666666667;0;0;16.6666666666667;16.6666666666667;33.3333333333333;0;0;0;0;0;66.6666666666667;0;100
"516037731SS";12.7714285714286;35;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"516078882SS";9.25;4;0;0;0;0;0;0;0;0;0;0;25;75;100;0;0;0;0;0;0;0;100
"517037018MM";7.96875;32;11.75;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;2.77777777777778;94.4444444444444;100;0
"518078890SS";10.75;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"519026048MM";5.43333333333333;30;34.3333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"519037706SS";11.8055555555556;36;0;0;0;0;0;0;0;86.1111111111111;0;0;13.8888888888889;0;13.8888888888889;0;33.3333333333333;0;0;52.7777777777778;0;100;0
"519037711MM";8.25;4;15.875;8;0;0;0;0;0;33.3333333333333;66.6666666666667;0;0;0;66.6666666666667;0;0;0;0;0;33.3333333333333;0;100
"519088076SS";22;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"520016314MM";4.375;8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;87.5;12.5;0;100
"520026579SS";23.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"520078444SS";7;4;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"521016328MM";3.6;5;10;9;0;0;21.4285714285714;0;0;0;64.2857142857143;0;14.2857142857143;0;100;0;0;0;0;0;0;0;100
"521026578SS";20.3571428571429;14;21;2;0;0;0;0;0;93.75;0;0;0;6.25;6.25;0;0;0;0;25;68.75;0;100
"521078889SS";12.4;35;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"522026238MM";6;1;37;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;50;50;0;100
"522078481SS";4.36111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"523026582SS";10;2;9.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"523026588MM";9.33333333333333;12;69;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"523078464MM";9.39130434782609;23;32;1;0;0;0;0;0;95.8333333333333;0;0;4.16666666666667;0;4.16666666666667;0;0;0;0;0;95.8333333333333;0;100
"523078496SS";7.42857142857143;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"524098116MM";7;1;15;11;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;0;100
"525078432SS";14.5652173913043;23;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"525088113MM";12.9411764705882;34;19.5;2;0;0;0;0;0;97.2222222222222;0;2.77777777777778;0;0;0;0;0;0;0;0;100;100;0
"527026065MM";12;12;45.75;4;0;0;12.5;0;0;87.5;0;0;0;0;12.5;0;0;6.25;0;12.5;68.75;75;25
"527098112MM";4;9;65.3;10;0;0;5.26315789473684;0;15.7894736842105;68.4210526315789;0;0;0;10.5263157894737;31.5789473684211;0;57.8947368421053;0;0;0;10.5263157894737;100;0
"528016315MM";11.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"528037173SS";9.95454545454546;22;6.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;4.16666666666667;95.8333333333333;100;0
"528078427SS";15.9393939393939;33;29.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"529078406MM";8.22857142857143;35;34;1;0;0;0;0;0;100;0;0;0;0;0;0;13.8888888888889;0;0;2.77777777777778;83.3333333333333;0;100
"530057597SS";16.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0
"530068637SS";17.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"530078847SS";6.07692307692308;13;23.1818181818182;11;0;0;0;0;20.8333333333333;79.1666666666667;0;0;0;0;20.8333333333333;0;33.3333333333333;0;0;8.33333333333333;37.5;0;100
"531078469SS";18.25;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"531078841MM";10.8611111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"532078447SS";5.80555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"532078559MM";14;3;16;1;0;0;0;0;0;0;0;0;0;100;75;0;0;0;0;25;0;100;0
"532078884SS";6.58333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"532088166MM";7;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"532088806MM";6.25;4;10.2;10;0;0;28.5714285714286;0;0;0;64.2857142857143;0;7.14285714285714;0;100;0;0;0;0;0;0;0;100
"533026504SS";8.11428571428571;35;22;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"534016576MM";9.23076923076923;26;31;2;0;0;0;0;0;100;0;0;0;0;0;3.57142857142857;0;0;0;7.14285714285714;89.2857142857143;0;100
"534026033MM";9.55555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"535026062MM";6.5;4;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"535078892SS";10.5;2;6.5;2;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"535088824MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"535088828MM";0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"536016510MM";5;21;52.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"536098909MM";8.31428571428571;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"536098918MM";5.29166666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"537026500MM";11.7692307692308;26;17;2;0;0;3.57142857142857;0;3.57142857142857;92.8571428571429;0;0;0;0;7.14285714285714;0;0;0;0;0;92.8571428571429;0;100
"537026507SS";8.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"537026521SS";4.08333333333333;12;0;0;0;0;16.6666666666667;0;0;83.3333333333333;0;0;0;0;16.6666666666667;0;0;0;0;0;83.3333333333333;0;100
"537078499MM";8.86111111111111;36;0;0;0;0;0;0;0;61.1111111111111;0;0;0;38.8888888888889;38.8888888888889;0;0;0;0;0;61.1111111111111;100;0
"537078834MM";2.96774193548387;31;21.6;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"537078843SS";13.4375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;12.5;87.5;100;0
"537078847SS";6.22727272727273;22;11.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"538067227MM";6.54285714285714;35;38;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"538078243SS";16.5;2;50;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;50;50;100;0
"538078483SS";16.8333333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"539026509SS";7.875;32;28.75;4;0;0;2.77777777777778;2.77777777777778;11.1111111111111;77.7777777777778;0;0;0;5.55555555555556;22.2222222222222;0;0;0;0;2.77777777777778;75;0;100
"539037173MM";9.78125;32;33;4;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"539078430SS";15.0294117647059;34;18;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"540037745MM";2;1;13.6363636363636;11;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;100;0
"541016561SS";13.8888888888889;27;16;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;3.57142857142857;96.4285714285714;0;100
"541037767MM";11.5882352941176;34;31;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"541078824SS";18.8;10;30.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;100;0
"541098281MM";9.02777777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"542016508MM";9;8;29.5;4;0;0;0;0;0;75;0;0;25;0;25;0;0;0;0;75;0;0;100
"542078840MM";5;2;14.1;10;0;0;0;0;0;16.6666666666667;83.3333333333333;0;0;0;83.3333333333333;0;0;0;0;0;16.6666666666667;100;0
"542078859SS";5.7;10;15.8333333333333;6;0;0;0;0;0;37.5;0;0;0;62.5;62.5;0;12.5;0;0;6.25;18.75;0;100
"543057733MM";2;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"544078834MM";3.33333333333333;3;13.8181818181818;11;0;0;21.4285714285714;0;0;0;57.1428571428571;0;21.4285714285714;0;100;0;0;0;0;0;0;0;100
"545016523SS";20.6571428571429;35;5;1;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;97.2222222222222;0;0;100
"545057469MM";13.0294117647059;34;15.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"545057768MM";8.91666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"545068482MM";6.25;4;58.2;5;0;0;0;0;0;55.5555555555556;0;0;44.4444444444444;0;44.4444444444444;0;0;0;0;0;55.5555555555556;0;100
"545078822SS";14.5714285714286;14;14;2;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;0;93.75;0;100
"546026661MM";12;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"546026931MM";5.45714285714286;35;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;2.77777777777778;0;97.2222222222222;0;100
"546078814SS";12.0571428571429;35;7;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"546088896SS";12.2916666666667;24;0;0;0;0;0;0;0;83.3333333333333;0;0;0;16.6666666666667;16.6666666666667;0;0;0;0;0;83.3333333333333;100;0
"546098806SS";16.5833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;8.33333333333333;0;0;91.6666666666667;100;0
"548078846SS";5.88888888888889;9;28.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;41.6666666666667;58.3333333333333;0;100
"549026950MM";10.8181818181818;22;27.5;2;0;0;0;0;0;100;0;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;0;100
"549078058MM";8.69230769230769;26;30;2;0;0;0;0;0;100;0;0;0;0;0;0;64.2857142857143;0;0;0;35.7142857142857;85.7142857142857;14.2857142857143
"550037995MM";9.28571428571429;35;73;1;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;0;97.2222222222222;0;100
"552037977MM";12.1111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"553026095MM";9;4;15.875;8;0;0;0;0;0;33.3333333333333;66.6666666666667;0;0;0;66.6666666666667;0;0;0;0;0;33.3333333333333;0;100
"555078736SS";20.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;0;100
"555098179MM";11.4166666666667;36;0;0;0;0;0;0;0;94.4444444444444;0;0;5.55555555555556;0;5.55555555555556;0;0;0;0;8.33333333333333;86.1111111111111;100;0
"556088018MM";9.54285714285714;35;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"557037060MM";8.5;14;0;0;0;0;0;0;0;100;0;0;0;0;0;0;21.4285714285714;0;0;78.5714285714286;0;0;100
"557088810MM";8.92307692307692;13;60.6666666666667;3;0;0;0;0;0;62.5;31.25;0;6.25;0;37.5;0;0;0;0;0;62.5;100;0
"558016692SS";8.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"558026079MM";7.33333333333333;9;0;0;0;0;11.1111111111111;0;0;88.8888888888889;0;0;0;0;11.1111111111111;0;0;0;0;0;88.8888888888889;0;100
