NORDENTRANS;CODENCUEST;ANO;MES;RESULTA;FECRESULTA;ENVIO;TIPOREGIST;SGSPRIGRAB;SGSTOTDEPU;NUMACCDEPU;SWGESTORIA;CODTAME
537078499MM;M;2017;11;10;13/12/2017;111702;;0;26;1;1;0
537078499MM;M;2017;12;10;09/01/2018;121702;;0;27;1;1;0
568078431MM;M;2017;1;6;03/02/2017;11702;W;0;19;1;1;0
568078431MM;M;2017;2;6;02/03/2017;21702;W;0;3;1;1;0
568078431MM;M;2017;3;6;07/04/2017;31702;W;0;3;1;1;0
568078431MM;M;2017;4;6;03/05/2017;41702;W;0;28;1;1;0
568078431MM;M;2017;5;6;02/06/2017;51702;W;0;16;1;1;0
568078431MM;M;2017;6;6;03/07/2017;61702;W;0;19;1;1;0
568078431MM;M;2017;7;6;31/07/2017;71702;W;0;19;1;1;0
568078431MM;M;2017;8;6;08/09/2017;81702;W;0;10;1;1;0
568078431MM;M;2017;9;6;06/10/2017;91702;W;0;7;1;1;0
568078431MM;M;2017;10;6;08/11/2017;101702;W;0;18;1;1;0
568078431MM;M;2017;11;6;04/12/2017;111702;W;0;13;1;1;0
568078431MM;M;2017;12;6;03/01/2018;121702;W;0;12;1;1;0
567078695MM;M;2017;4;6;18/05/2017;41702;T;25;12;3;1;0
567078695MM;M;2017;5;6;14/06/2017;51702;W;0;33;1;1;0
567078695MM;M;2017;6;6;11/07/2017;61702;W;0;13;1;1;0
567078695MM;M;2017;7;6;01/08/2017;71702;W;0;19;1;1;0
567078695MM;M;2017;8;6;13/09/2017;81702;W;0;17;1;1;0
567078695MM;M;2017;9;6;05/10/2017;91702;W;0;11;1;1;0
567078695MM;M;2017;10;6;16/11/2017;101702;W;0;18;1;1;0
567078695MM;M;2017;11;6;12/12/2017;111702;W;0;14;1;1;0
567078695MM;M;2017;12;6;09/01/2018;121702;W;0;17;1;1;0
577078622MM;M;2017;9;6;13/10/2017;91702;W;0;217;5;1;13
577078622MM;M;2017;10;6;07/11/2017;101702;W;0;5;3;1;13
577078622MM;M;2017;11;6;05/12/2017;111702;W;0;14;1;1;13
577078622MM;M;2017;12;6;08/01/2018;121702;W;0;10;1;1;13
575078636MM;M;2017;9;6;10/10/2017;91702;W;0;32;1;1;12
575078636MM;M;2017;10;6;06/11/2017;101702;W;0;12;1;1;12
575078636MM;M;2017;11;6;04/12/2017;111702;W;0;24;1;1;12
575078636MM;M;2017;12;6;02/01/2018;121702;W;0;13;1;1;12
574078642MM;M;2017;1;6;08/02/2017;11702;W;0;23;1;1;12
574078642MM;M;2017;2;6;09/03/2017;21702;W;0;8;1;1;12
574078642MM;M;2017;3;6;17/04/2017;31702;W;0;4;1;1;12
574078642MM;M;2017;4;6;22/05/2017;51702;W;0;4;4;1;12
574078642MM;M;2017;5;6;08/06/2017;51702;W;0;32;1;1;12
574078642MM;M;2017;6;6;10/07/2017;61702;W;0;34;1;1;12
574078642MM;M;2017;7;6;14/08/2017;71702;W;0;22;2;1;12
574078642MM;M;2017;8;6;13/09/2017;81702;W;0;6;1;1;12
574078642MM;M;2017;9;6;10/10/2017;91702;W;0;5;1;1;12
574078642MM;M;2017;10;6;10/11/2017;101702;W;0;17;1;1;12
574078642MM;M;2017;11;6;10/01/2018;121702;W;0;13;2;1;12
574078642MM;M;2017;12;6;10/01/2018;121702;W;0;47;1;1;12
574078665MM;M;2017;1;6;07/02/2017;11702;W;0;28;4;0;14
574078665MM;M;2017;4;7;28/04/2017;41702;;0;0;0;0;14
574078665MM;M;2017;5;7;28/04/2017;51702;;0;0;0;0;14
574078665MM;M;2017;6;7;28/04/2017;61702;;0;0;0;0;14
574078665MM;M;2017;7;7;28/04/2017;71702;;0;0;0;0;14
574078665MM;M;2017;8;7;28/04/2017;81702;;0;0;0;0;14
574078665MM;M;2017;9;7;28/04/2017;91702;;0;0;0;0;14
574078665MM;M;2017;10;7;28/04/2017;101702;;0;0;0;0;14
574078665MM;M;2017;11;7;28/04/2017;111702;;0;0;0;0;14
574078665MM;M;2017;12;7;28/04/2017;121702;;0;0;0;0;14
574078665MM;M;2017;2;9;14/03/2017;21702;;0;0;0;0;14
574078665MM;M;2017;3;9;14/03/2017;31702;;0;0;0;0;14
573078679MM;M;2017;1;6;13/03/2017;21702;T;2;402;2;0;11
573078679MM;M;2017;2;6;07/03/2017;21702;W;0;624;2;0;11
573078679MM;M;2017;3;6;06/04/2017;31702;W;0;4;1;0;11
573078679MM;M;2017;4;6;11/05/2017;41702;W;0;272;3;0;11
573078679MM;M;2017;5;6;05/06/2017;51702;W;0;11;1;0;11
573078679MM;M;2017;6;6;05/07/2017;61702;W;0;9;1;0;11
573078679MM;M;2017;7;6;02/08/2017;71702;W;0;6;1;0;11
573078679MM;M;2017;8;6;07/09/2017;81702;W;0;148;4;0;11
573078679MM;M;2017;9;6;06/10/2017;91702;W;0;87;2;0;11
573078679MM;M;2017;10;6;06/11/2017;101702;W;0;17;1;0;11
573078679MM;M;2017;11;6;05/12/2017;111702;W;0;10;1;0;11
573078679MM;M;2017;12;6;02/01/2018;121702;W;0;102;1;0;11
555078736SS;S;2017;9;6;11/10/2017;91702;T;142;7;1;0;11
555078736SS;S;2017;10;6;02/11/2017;101702;W;0;17;2;0;11
555078736SS;S;2017;11;6;01/12/2017;111702;W;0;16;1;0;11
555078736SS;S;2017;12;6;08/01/2018;121702;W;0;11;1;0;11
521078889SS;S;2017;1;6;21/02/2017;11702;W;0;66;2;0;11
521078889SS;S;2017;2;6;16/03/2017;21702;W;0;67;2;0;11
521078889SS;S;2017;3;6;20/04/2017;31702;W;0;55;2;0;11
521078889SS;S;2017;4;6;19/05/2017;41702;W;0;3;1;0;11
521078889SS;S;2017;5;6;26/06/2017;51702;W;0;237;7;0;11
521078889SS;S;2017;6;6;19/07/2017;61702;W;0;45;4;0;11
521078889SS;S;2017;7;6;17/08/2017;71702;W;0;6;1;0;11
521078889SS;S;2017;8;6;21/09/2017;81702;W;0;3;1;0;11
521078889SS;S;2017;9;6;09/10/2017;91702;W;0;3;1;0;11
521078889SS;S;2017;10;6;08/11/2017;101702;W;0;7;1;0;11
521078889SS;S;2017;11;6;12/12/2017;111702;W;0;9;1;0;11
521078889SS;S;2017;12;6;18/01/2018;121702;W;0;65;2;0;11
537078834MM;M;2017;1;6;17/02/2017;11702;W;0;22;1;0;11
537078834MM;M;2017;2;6;16/03/2017;21702;W;0;5;1;0;11
537078834MM;M;2017;3;6;17/04/2017;31702;W;0;4;1;0;11
537078834MM;M;2017;4;6;16/05/2017;41702;W;0;5;1;0;11
537078834MM;M;2017;5;6;19/06/2017;51702;W;0;7;2;0;11
537078834MM;M;2017;6;6;17/07/2017;61702;W;0;4;1;0;11
537078834MM;M;2017;7;6;23/08/2017;81702;W;0;4;1;0;11
537078834MM;M;2017;8;6;25/09/2017;91702;W;0;6;2;0;11
537078834MM;M;2017;9;6;17/10/2017;91702;W;7;63;4;0;11
537078834MM;M;2017;10;6;17/11/2017;101702;W;0;11;1;0;11
537078834MM;M;2017;11;6;15/12/2017;111702;W;0;12;1;0;11
537078834MM;M;2017;12;6;16/01/2018;121702;W;0;12;1;0;11
531078841MM;M;2017;1;6;06/02/2017;11702;W;0;163;1;1;14
531078841MM;M;2017;2;6;03/03/2017;21702;W;0;4;1;1;14
531078841MM;M;2017;3;6;07/04/2017;31702;W;0;4;1;1;14
531078841MM;M;2017;4;6;03/05/2017;41702;W;0;3;1;1;14
531078841MM;M;2017;5;6;08/06/2017;51702;W;0;732;1;1;14
531078841MM;M;2017;6;6;07/07/2017;61702;W;0;14;1;1;14
531078841MM;M;2017;7;6;09/08/2017;71702;W;0;6;1;1;14
531078841MM;M;2017;8;6;13/09/2017;81702;W;0;6;1;1;14
531078841MM;M;2017;9;6;09/10/2017;91702;W;0;14;1;1;14
531078841MM;M;2017;10;6;03/11/2017;101702;W;0;12;1;1;14
531078841MM;M;2017;11;6;04/12/2017;111702;W;0;14;1;1;14
531078841MM;M;2017;12;6;03/01/2018;121702;W;0;12;1;1;14
537078843SS;S;2017;1;6;06/02/2017;11702;W;0;3;1;1;14
537078843SS;S;2017;2;6;02/03/2017;21702;W;0;2;1;1;14
537078843SS;S;2017;3;6;04/04/2017;31702;W;0;3;1;1;14
537078843SS;S;2017;4;6;08/05/2017;41702;W;0;4;1;1;14
537078843SS;S;2017;5;6;05/06/2017;51702;W;0;6;1;1;14
537078843SS;S;2017;6;6;24/07/2017;61702;T;13;21;1;1;14
537078843SS;S;2017;7;6;02/08/2017;71702;W;0;3;1;1;14
537078843SS;S;2017;8;6;22/09/2017;81702;W;0;10;1;1;14
537078843SS;S;2017;9;6;09/10/2017;91702;W;0;3;1;1;14
537078843SS;S;2017;10;6;06/11/2017;101702;W;0;7;1;1;14
537078843SS;S;2017;11;6;11/12/2017;111702;W;0;10;1;1;14
537078843SS;S;2017;12;6;09/01/2018;121702;W;0;12;1;1;14
535078892SS;S;2017;9;10;08/11/2017;101702;;0;0;0;0;14
535078892SS;S;2017;10;10;08/11/2017;101702;;0;0;0;0;14
535078892SS;S;2017;11;10;27/12/2017;111702;;0;0;0;0;14
535078892SS;S;2017;12;10;23/01/2018;121702;;0;0;0;0;14
546078814SS;S;2017;1;6;14/02/2017;11702;W;0;4;1;1;0
546078814SS;S;2017;2;6;16/03/2017;21702;W;0;29;2;1;0
546078814SS;S;2017;3;6;20/04/2017;31702;W;0;44;2;1;0
546078814SS;S;2017;4;6;19/05/2017;41702;W;0;3;1;1;0
546078814SS;S;2017;5;6;08/06/2017;51702;W;0;3;1;1;0
546078814SS;S;2017;6;6;10/07/2017;61702;W;0;3;1;1;0
546078814SS;S;2017;7;6;14/08/2017;71702;W;0;7;1;1;0
546078814SS;S;2017;8;6;22/09/2017;81702;W;0;4;1;1;0
546078814SS;S;2017;9;6;09/10/2017;91702;W;0;7;1;1;0
546078814SS;S;2017;10;6;16/11/2017;101702;W;0;69;3;1;0
546078814SS;S;2017;11;6;18/12/2017;111702;W;0;152;2;1;0
546078814SS;S;2017;12;6;17/01/2018;121702;W;0;84;3;1;0
545078822SS;S;2017;1;6;13/02/2017;11702;W;0;5;1;0;14
545078822SS;S;2017;2;6;13/03/2017;21702;W;0;3;1;0;14
545078822SS;S;2017;3;6;12/04/2017;31702;W;0;31;1;0;14
545078822SS;S;2017;4;6;04/05/2017;41702;W;0;3;1;0;14
545078822SS;S;2017;5;6;06/06/2017;51702;W;0;4;1;0;14
545078822SS;S;2017;6;6;12/07/2017;61702;W;0;3;1;0;14
545078822SS;S;2017;7;6;04/08/2017;71702;W;0;6;1;0;14
545078822SS;S;2017;8;6;13/09/2017;81702;W;0;10;1;0;14
545078822SS;S;2017;9;6;07/11/2017;101702;W;0;10;2;0;14
545078822SS;S;2017;10;6;15/11/2017;101702;W;0;12;1;0;14
545078822SS;S;2017;11;6;14/12/2017;111702;W;0;10;1;0;14
545078822SS;S;2017;12;6;09/01/2018;121702;W;0;9;1;0;14
544078834MM;M;2017;1;3;17/02/2017;11702;;0;0;0;0;0
544078834MM;M;2017;5;7;29/05/2017;51702;;0;0;0;0;0
544078834MM;M;2017;6;7;29/05/2017;61702;;0;0;0;0;0
544078834MM;M;2017;7;7;29/05/2017;71702;;0;0;0;0;0
544078834MM;M;2017;8;7;29/05/2017;81702;;0;0;0;0;0
544078834MM;M;2017;9;7;29/05/2017;91702;;0;0;0;0;0
544078834MM;M;2017;10;7;29/05/2017;101702;;0;0;0;0;0
544078834MM;M;2017;11;7;29/05/2017;111702;;0;0;0;0;0
544078834MM;M;2017;12;7;29/05/2017;121702;;0;0;0;0;0
544078834MM;M;2017;2;9;30/03/2017;31702;;0;0;0;0;0
544078834MM;M;2017;3;9;30/03/2017;31702;;0;0;0;0;0
544078834MM;M;2017;4;9;30/03/2017;41702;;0;0;0;0;0
542078859SS;S;2017;3;6;24/04/2017;31702;W;0;16;1;0;18
542078859SS;S;2017;6;6;14/09/2017;81702;T;13;44;1;0;18
542078859SS;S;2017;9;6;24/11/2017;101702;E;16;96;4;0;18
542078859SS;S;2017;12;6;24/01/2018;121702;W;0;4;1;0;18
542078859SS;S;2017;1;10;07/02/2017;11702;;0;0;0;0;18
542078859SS;S;2017;2;10;07/02/2017;21702;;0;0;0;0;18
542078859SS;S;2017;4;10;27/04/2017;41702;;0;0;0;0;18
542078859SS;S;2017;5;10;26/05/2017;51702;;0;0;0;0;18
542078859SS;S;2017;7;10;26/07/2017;71702;;0;0;0;0;18
542078859SS;S;2017;8;10;14/09/2017;81702;;0;0;0;0;18
542078859SS;S;2017;10;10;26/10/2017;101702;;0;0;0;0;18
542078859SS;S;2017;11;10;28/11/2017;111702;;0;0;0;0;18
590078978MM;M;2017;1;6;03/02/2017;11702;W;0;28;1;1;11
590078978MM;M;2017;2;6;03/03/2017;21702;W;0;4;1;1;11
590078978MM;M;2017;3;6;04/04/2017;31702;W;0;27;1;1;11
590078978MM;M;2017;4;6;04/05/2017;41702;W;0;4;1;1;11
590078978MM;M;2017;5;6;05/06/2017;51702;W;0;10;1;1;11
590078978MM;M;2017;6;6;07/07/2017;61702;W;0;15;1;1;11
590078978MM;M;2017;7;6;04/08/2017;71702;W;0;5;1;1;11
590078978MM;M;2017;8;6;13/09/2017;81702;W;0;5;1;1;11
590078978MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;1;11
590078978MM;M;2017;10;6;06/11/2017;101702;W;0;16;1;1;11
590078978MM;M;2017;11;6;05/12/2017;111702;W;0;14;1;1;11
590078978MM;M;2017;12;6;04/01/2018;121702;W;0;16;1;1;11
505088000MM;M;2017;1;6;13/02/2017;11702;W;0;25;1;1;12
505088000MM;M;2017;2;6;09/03/2017;21702;W;0;4;1;1;12
505088000MM;M;2017;3;6;07/04/2017;31702;W;0;4;1;1;12
505088000MM;M;2017;4;6;17/05/2017;41702;W;0;4;1;1;12
505088000MM;M;2017;5;6;07/06/2017;51702;W;0;14;1;1;12
505088000MM;M;2017;6;6;10/07/2017;61702;W;0;12;1;1;12
505088000MM;M;2017;7;6;08/08/2017;71702;W;0;9;1;1;12
505088000MM;M;2017;8;6;13/09/2017;81702;W;0;7;1;1;12
505088000MM;M;2017;9;6;09/10/2017;91702;W;0;7;1;1;12
505088000MM;M;2017;10;6;07/11/2017;101702;W;0;15;1;1;12
505088000MM;M;2017;11;6;11/12/2017;111702;W;0;7;1;1;12
505088000MM;M;2017;12;6;09/01/2018;121702;W;0;12;1;1;12
507088029MM;M;2017;1;6;20/03/2017;31702;W;0;60;3;1;11
507088029MM;M;2017;2;6;20/03/2017;31702;T;45;40;5;1;11
507088029MM;M;2017;3;6;25/04/2017;41702;T;66;19;1;1;11
507088029MM;M;2017;4;6;18/05/2017;41702;W;0;30;1;1;11
507088029MM;M;2017;5;6;17/07/2017;61702;W;0;41;2;1;11
507088029MM;M;2017;6;6;17/07/2017;61702;W;0;84;3;1;11
507088029MM;M;2017;8;6;15/09/2017;81702;W;0;26;1;1;11
507088029MM;M;2017;9;6;18/10/2017;91702;W;0;27;1;1;11
507088029MM;M;2017;10;6;16/11/2017;101702;W;0;57;1;1;11
507088029MM;M;2017;11;6;15/12/2017;111702;W;0;40;1;1;11
507088029MM;M;2017;12;6;17/01/2018;121702;W;0;57;1;1;11
507088029MM;M;2017;7;10;21/08/2017;81702;;0;18;1;1;11
500088056MM;M;2017;1;6;06/02/2017;11702;T;57;29;2;0;0
500088056MM;M;2017;2;6;08/03/2017;21702;T;149;21;1;0;0
500088056MM;M;2017;3;6;05/04/2017;31702;T;52;50;1;0;0
500088056MM;M;2017;4;6;10/05/2017;41702;T;59;18;1;0;0
500088056MM;M;2017;5;6;07/06/2017;51702;T;52;37;1;0;0
500088056MM;M;2017;6;6;10/07/2017;61702;T;79;25;1;0;0
500088056MM;M;2017;7;6;03/08/2017;71702;T;62;29;2;0;0
500088056MM;M;2017;8;6;13/09/2017;81702;T;40;21;1;0;0
500088056MM;M;2017;9;6;11/10/2017;91702;T;57;18;1;0;0
500088056MM;M;2017;10;6;06/11/2017;101702;T;61;17;1;0;0
500088056MM;M;2017;11;6;12/12/2017;111702;T;51;17;1;0;0
500088056MM;M;2017;12;6;17/01/2018;121702;T;67;22;1;0;0
508088059SS;S;2017;1;6;21/02/2017;11702;W;0;3;1;1;14
508088059SS;S;2017;2;6;08/03/2017;21702;W;0;3;1;1;14
508088059SS;S;2017;3;6;12/04/2017;31702;W;0;6;1;1;14
508088059SS;S;2017;4;6;11/05/2017;41702;W;0;5;1;1;14
508088059SS;S;2017;5;6;05/06/2017;51702;W;0;3;1;1;14
508088059SS;S;2017;6;6;20/07/2017;61702;W;0;4;1;1;14
508088059SS;S;2017;7;6;31/07/2017;71702;W;0;7;1;1;14
508088059SS;S;2017;8;6;19/09/2017;81702;W;0;2;1;1;14
508088059SS;S;2017;9;6;09/10/2017;91702;W;0;3;1;1;14
508088059SS;S;2017;10;6;03/11/2017;101702;W;0;5;1;1;14
508088059SS;S;2017;11;6;07/12/2017;111702;W;0;11;1;1;14
508088059SS;S;2017;12;6;03/01/2018;121702;W;0;14;1;1;14
519088076SS;S;2017;9;9;04/10/2017;91702;;0;0;0;0;11
519088076SS;S;2017;10;9;04/10/2017;101702;;0;0;0;0;11
519088076SS;S;2017;11;9;04/10/2017;111702;;0;0;0;0;11
519088076SS;S;2017;12;9;04/10/2017;121702;;0;0;0;0;11
556088018MM;M;2017;1;6;07/02/2017;11702;W;0;19;1;1;0
556088018MM;M;2017;2;6;08/03/2017;21702;W;0;4;1;1;0
556088018MM;M;2017;3;6;12/04/2017;31702;W;0;4;1;1;0
556088018MM;M;2017;4;6;03/05/2017;41702;W;0;7;1;1;0
556088018MM;M;2017;5;6;09/06/2017;51702;W;0;10;1;1;0
556088018MM;M;2017;6;6;10/07/2017;61702;W;0;5;1;1;0
556088018MM;M;2017;7;6;04/08/2017;71702;W;0;9;1;1;0
556088018MM;M;2017;8;6;13/09/2017;81702;W;0;5;1;1;0
556088018MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;1;0
556088018MM;M;2017;10;6;06/11/2017;101702;W;0;11;1;1;0
556088018MM;M;2017;11;6;11/12/2017;111702;W;0;7;1;1;0
556088018MM;M;2017;12;6;02/01/2018;121702;W;0;13;1;1;0
559088033SS;S;2017;1;5;24/02/2017;11702;;0;0;0;1;12
559088033SS;S;2017;2;6;01/03/2017;21702;W;0;56;1;1;12
559088033SS;S;2017;3;6;17/05/2017;41702;W;0;16;1;1;12
559088033SS;S;2017;4;6;25/05/2017;41702;W;0;15;1;1;12
559088033SS;S;2017;5;6;13/06/2017;51702;W;0;13;1;1;12
559088033SS;S;2017;6;6;13/07/2017;61702;W;0;21;1;1;12
559088033SS;S;2017;7;6;25/08/2017;71702;W;0;8;1;1;12
559088033SS;S;2017;8;6;14/09/2017;81702;W;0;6;1;1;12
559088033SS;S;2017;9;6;18/10/2017;91702;W;0;9;1;1;12
559088033SS;S;2017;10;6;10/11/2017;101702;W;0;11;2;1;12
559088033SS;S;2017;11;6;14/12/2017;111702;W;0;8;1;1;12
559088033SS;S;2017;12;6;17/01/2018;121702;W;0;6;1;1;12
594088071MM;M;2017;1;6;07/02/2017;11702;W;0;5;1;1;11
594088071MM;M;2017;2;6;02/03/2017;21702;W;0;5;1;1;11
594088071MM;M;2017;3;6;04/04/2017;31702;W;0;4;1;1;11
594088071MM;M;2017;4;6;03/05/2017;41702;W;0;4;1;1;11
594088071MM;M;2017;5;6;14/06/2017;51702;W;0;72;5;1;11
594088071MM;M;2017;6;6;07/07/2017;61702;W;0;45;2;1;11
594088071MM;M;2017;7;6;04/08/2017;71702;W;0;7;1;1;11
594088071MM;M;2017;8;6;13/09/2017;81702;W;0;4;1;1;11
594088071MM;M;2017;9;6;09/10/2017;91702;W;0;8;1;1;11
594088071MM;M;2017;10;6;03/11/2017;101702;W;0;15;1;1;11
594088071MM;M;2017;11;6;05/12/2017;111702;W;0;12;1;1;11
594088071MM;M;2017;12;6;03/01/2018;121702;W;0;12;1;1;11
525088113MM;M;2017;1;6;03/02/2017;11702;W;0;19;1;1;0
525088113MM;M;2017;2;6;03/03/2017;21702;W;0;3;1;1;0
525088113MM;M;2017;3;6;07/04/2017;31702;W;0;4;1;1;0
525088113MM;M;2017;4;6;05/05/2017;41702;W;0;5;1;1;0
525088113MM;M;2017;5;6;05/06/2017;51702;W;0;10;1;1;0
525088113MM;M;2017;6;6;07/07/2017;61702;W;0;4;1;1;0
525088113MM;M;2017;7;6;04/08/2017;71702;W;0;9;1;1;0
525088113MM;M;2017;8;6;04/09/2017;81702;W;0;5;1;1;0
525088113MM;M;2017;9;6;09/10/2017;91702;W;0;10;1;1;0
525088113MM;M;2017;10;6;06/11/2017;101702;W;0;40;1;1;0
525088113MM;M;2017;11;6;04/01/2018;121702;W;0;6;2;1;0
525088113MM;M;2017;12;6;04/01/2018;121702;W;0;38;1;1;0
532088166MM;M;2017;9;9;11/10/2017;91702;;0;0;0;0;0
532088166MM;M;2017;10;9;11/10/2017;101702;;0;0;0;0;0
532088166MM;M;2017;11;9;11/10/2017;111702;;0;0;0;0;0
532088166MM;M;2017;12;9;11/10/2017;121702;;0;0;0;0;0
508088359SS;S;2017;1;6;13/02/2017;11702;W;0;3;1;0;0
508088359SS;S;2017;2;6;09/03/2017;21702;W;0;3;1;0;0
508088359SS;S;2017;3;6;17/04/2017;31702;W;0;31;1;0;0
508088359SS;S;2017;4;6;15/05/2017;41702;W;0;3;1;0;0
508088359SS;S;2017;5;6;13/06/2017;51702;W;0;4;1;0;0
508088359SS;S;2017;6;6;05/07/2017;61702;W;0;3;1;0;0
508088359SS;S;2017;7;6;10/08/2017;71702;W;0;3;1;0;0
508088359SS;S;2017;8;6;20/09/2017;81702;W;0;4;1;0;0
508088359SS;S;2017;9;6;08/11/2017;101702;W;0;7;2;0;0
508088359SS;S;2017;10;6;23/11/2017;101702;W;0;20;1;0;0
508088359SS;S;2017;11;6;19/12/2017;111702;W;0;12;2;0;0
508088359SS;S;2017;12;6;04/01/2018;121702;E;24;5;1;0;0
563088616MM;M;2017;4;7;28/04/2017;41702;;0;0;0;0;11
563088616MM;M;2017;5;7;28/04/2017;51702;;0;0;0;0;11
563088616MM;M;2017;6;7;28/04/2017;61702;;0;0;0;0;11
563088616MM;M;2017;7;7;28/04/2017;71702;;0;0;0;0;11
563088616MM;M;2017;8;7;28/04/2017;81702;;0;0;0;0;11
563088616MM;M;2017;9;7;28/04/2017;91702;;0;0;0;0;11
563088616MM;M;2017;10;7;28/04/2017;101702;;0;0;0;0;11
563088616MM;M;2017;11;7;28/04/2017;111702;;0;0;0;0;11
563088616MM;M;2017;12;7;28/04/2017;121702;;0;0;0;0;11
563088616MM;M;2017;1;9;14/02/2017;11702;;0;0;0;0;11
563088616MM;M;2017;2;9;14/02/2017;21702;;0;0;0;0;11
563088616MM;M;2017;3;9;14/02/2017;31702;;0;0;0;0;11
596088790MM;M;2017;1;6;03/02/2017;11702;W;0;18;1;1;11
596088790MM;M;2017;2;6;13/03/2017;21702;W;0;4;1;1;11
596088790MM;M;2017;3;6;12/04/2017;31702;W;0;6;1;1;11
596088790MM;M;2017;4;6;09/05/2017;41702;W;0;17;1;1;11
596088790MM;M;2017;5;6;12/06/2017;51702;W;0;5;1;1;11
596088790MM;M;2017;6;6;14/07/2017;61702;W;0;6;2;1;11
596088790MM;M;2017;7;6;28/07/2017;71702;T;73;53;1;1;11
596088790MM;M;2017;8;6;13/09/2017;81702;W;0;5;1;1;11
596088790MM;M;2017;9;6;11/10/2017;91702;W;0;18;1;1;11
596088790MM;M;2017;10;6;09/11/2017;101702;W;0;16;1;1;11
596088790MM;M;2017;11;6;13/12/2017;111702;W;0;15;1;1;11
596088790MM;M;2017;12;6;10/01/2018;121702;W;0;13;1;1;11
532088806MM;M;2017;1;3;13/02/2017;11702;;0;0;0;0;11
532088806MM;M;2017;2;3;07/03/2017;21702;;0;0;0;0;11
532088806MM;M;2017;4;7;28/04/2017;41702;;0;0;0;0;11
532088806MM;M;2017;5;7;28/04/2017;51702;;0;0;0;0;11
532088806MM;M;2017;6;7;28/04/2017;61702;;0;0;0;0;11
532088806MM;M;2017;7;7;28/04/2017;71702;;0;0;0;0;11
532088806MM;M;2017;8;7;28/04/2017;81702;;0;0;0;0;11
532088806MM;M;2017;9;7;28/04/2017;91702;;0;0;0;0;11
532088806MM;M;2017;10;7;28/04/2017;101702;;0;0;0;0;11
532088806MM;M;2017;11;7;28/04/2017;111702;;0;0;0;0;11
532088806MM;M;2017;12;7;28/04/2017;121702;;0;0;0;0;11
532088806MM;M;2017;3;9;30/03/2017;31702;;0;0;0;0;11
535088824MM;M;2017;9;1;;91702;;0;0;0;0;11
535088824MM;M;2017;10;1;;101702;;0;0;0;0;11
535088824MM;M;2017;11;1;;111702;;0;0;0;0;11
535088824MM;M;2017;12;1;;121702;;0;0;0;0;11
535088828MM;M;2017;9;1;;91702;;0;0;0;0;11
535088828MM;M;2017;10;1;;101702;;0;0;0;0;11
535088828MM;M;2017;11;1;;111702;;0;0;0;0;11
535088828MM;M;2017;12;1;;121702;;0;0;0;0;11
527098112MM;M;2017;7;5;16/08/2017;71702;;0;0;0;1;12
527098112MM;M;2017;10;5;15/11/2017;101702;;0;0;0;1;12
527098112MM;M;2017;11;5;14/12/2017;111702;;0;0;0;1;12
527098112MM;M;2017;1;6;27/04/2017;41702;E;40;681;7;1;12
527098112MM;M;2017;2;6;23/05/2017;51702;E;31;534;3;1;12
527098112MM;M;2017;3;6;23/05/2017;51702;E;122;93;2;1;12
527098112MM;M;2017;4;6;23/05/2017;51702;E;53;153;2;1;12
527098112MM;M;2017;5;6;08/06/2017;51702;E;639;357;1;1;12
527098112MM;M;2017;6;6;11/07/2017;61702;W;0;37;1;1;12
527098112MM;M;2017;12;6;17/01/2018;121702;W;0;85;3;1;12
527098112MM;M;2017;9;10;17/10/2017;91702;;0;0;0;1;12
527098112MM;M;2017;8;10;31/08/2017;81702;;0;0;0;1;12
555098179MM;M;2017;1;6;08/02/2017;11702;W;0;21;1;1;11
555098179MM;M;2017;2;6;03/03/2017;21702;W;0;5;1;1;11
555098179MM;M;2017;3;6;07/04/2017;31702;W;0;4;1;1;11
555098179MM;M;2017;4;6;09/05/2017;41702;W;0;4;1;1;11
555098179MM;M;2017;5;6;05/06/2017;51702;W;0;4;1;1;11
555098179MM;M;2017;6;6;07/07/2017;61702;W;0;13;1;1;11
555098179MM;M;2017;7;6;04/08/2017;71702;W;0;10;1;1;11
555098179MM;M;2017;8;6;06/09/2017;81702;W;0;6;1;1;11
555098179MM;M;2017;9;6;06/10/2017;91702;W;0;36;1;1;11
555098179MM;M;2017;10;6;07/11/2017;101702;W;0;38;1;1;11
555098179MM;M;2017;11;9;05/12/2017;111702;;0;23;1;1;11
555098179MM;M;2017;12;9;05/12/2017;121702;;0;0;0;1;11
541098281MM;M;2017;1;6;08/02/2017;11702;W;0;29;1;0;0
541098281MM;M;2017;2;6;08/03/2017;21702;W;0;3;1;0;0
541098281MM;M;2017;3;6;12/04/2017;31702;W;0;4;1;0;0
541098281MM;M;2017;4;6;10/05/2017;41702;W;0;4;1;0;0
541098281MM;M;2017;5;6;09/06/2017;51702;W;0;6;1;0;0
541098281MM;M;2017;6;6;07/07/2017;61702;W;0;11;1;0;0
541098281MM;M;2017;7;6;11/08/2017;71702;W;0;6;1;0;0
541098281MM;M;2017;8;6;13/09/2017;81702;W;0;6;1;0;0
541098281MM;M;2017;9;6;09/10/2017;91702;W;0;9;1;0;0
541098281MM;M;2017;10;6;03/11/2017;101702;W;0;12;1;0;0
541098281MM;M;2017;11;6;11/12/2017;111702;W;0;15;1;0;0
541098281MM;M;2017;12;6;12/01/2018;121702;W;0;12;1;0;0
